user,1,2,3,4,5,6
5511,Lucy,Waiting to Exhale: The Soundtrack,Crash,Armageddon,Great Expectations,Mulan
5512,New Beginning,Hamlet,Collective Soul,Crash,Ozzmosis,Armageddon
5513,Small Soldiers,New Beginning,Waiting to Exhale: The Soundtrack,Cracked Rearview,Hamlet,Babe
5514,Hamlet,Whaler,I Love To Polka,Gone,The Shining,Jesus of Nazareth
5515,Sense and Sensibility,Gone,Sony Handycam Digital Recorder,Ballbreaker,Bridge,Another Night
5516,The Horse Whisperer,Live,The Avengers,Original Musiquarium,Starting Over,Golf My Way Collection
5517,A Bug's Life,Ballbreaker,Home,Another Night,Waiting to Exhale: The Soundtrack,Cracked Rearview
5518,Small Soldiers,Charlotte's Web,Throwing Copper,And Out Come Wolves,Starting Over,Four
5519,Don Henley's Greatest Hits,Home,Waiting to Exhale: The Soundtrack,Cracked Rearview,Titanic,Great Expectations
5520,The Parent Trap,Whaler,Don Henley's Greatest Hits,Home,Titanic,The Wedding Singer
5521,Whaler,Daydream,Olympus Stylus Zoom Compact Camera,Live,The Avengers,The Woman In Me
5522,New Beginning,Ozzmosis,Waiting to Exhale: The Soundtrack,The Rugrats Movie,Four,The Mask of Zorro
5523,Lucy,Stunt,Ballbreaker,Babe,Crash,Hamlet
5524,Titanic,The Picture of Dorian Gray,How to Play Piano 1,Olympus Stylus Zoom Compact Camera,Sony DVD/CD/Video Player,New Beginning
5525,Sense and Sensibility,Games Rednecks Play,Bridge,Hamlet,Daydream,Don Henley's Greatest Hits
5526,Barney,Waiting to Exhale: The Soundtrack,Small Soldiers,Caddyshack,The Avengers,Mulan
5527,Hamlet,Games Rednecks Play,The Old Man and the Sea,New Beginning,Sony Digital MiniDisc,Small Soldiers
5528,The Picture of Dorian Gray,Whaler,Another Night,Schindler's List,The Lion King,Ferris Bueller's Day Off
5529,New Beginning,Hamlet,Don Henley's Greatest Hits,Small Soldiers,Starting Over,The Shining
5530,Gone,New Beginning,I Love To Polka,Bridge,Waiting to Exhale: The Soundtrack,Whaler
5531,The Rugrats Movie,Armageddon,Ferris Bueller's Day Off,Morning Glory,New Beginning,The Woman In Me
5532,Small Soldiers,Apollo 13,Caddyshack,Barney,The Old Man and the Sea,New Beginning
5533,New Beginning,The Parent Trap,Starting Over,Bridge,Small Soldiers,Home
5534,A Boy Named Goo,The Infinite Sadness,Simply The Best,Ballbreaker,Daydream,Waiting to Exhale: The Soundtrack
5535,Hamlet,Apollo 13,Sony Digital MiniDisc,New Beginning,Small Soldiers,Hell Freezes Over
5536,One Hot Minute,Bridge,Crash,Armageddon,Sense and Sensibility,Titanic
5537,The Parent Trap,Original Musiquarium,Gone,Good Will Hunting,Your Little Secret,Hamlet
5538,Crash,Armageddon,The Hustler,Sony Transportable DVD Player,New Beginning,Lucy
5539,Crash,The Picture of Dorian Gray,Golf My Way Collection,Relish,Ballbreaker,Your Little Secret
5540,Golf My Way Collection,Sense and Sensibility,Great Expectations,Sony DVD/CD/Video Player,Swingers,Schubert Volume 1
5541,Waiting to Exhale: The Soundtrack,Home,Cracked Rearview,Another Night,The Avengers,Live
5542,Cracked Rearview,Home,The Avengers,Another Night,Waiting to Exhale: The Soundtrack,Titanic
5543,Whaler,Lucy,The Avengers,A Bug's Life,Throwing Copper,Alice In Chains
5544,A Bug's Life,Vanishing Point,Ballbreaker,Waiting to Exhale: The Soundtrack,Lucy,Four
5545,Hamlet,Schindler's List,Charlotte's Web,Apollo 13,Crazy Sexy Cool,The Shining
5546,Charlotte's Web,Stunt,Cracked Rearview,Bridge,Waiting to Exhale: The Soundtrack,Whaler
5547,Golf My Way Collection,Sense and Sensibility,Titanic,Starting Over,Bridge,Home
5548,You've Got Mail,Whaler,Live,Schindler's List,Blue's Clues,The Lion King
5549,A Bug's Life,Charlotte's Web,Games Rednecks Play,Good Will Hunting,Collective Soul,Hamlet
5550,Great Expectations,Ozzmosis,Small Soldiers,Daydream,Don Henley's Greatest Hits,Apollo 13
5551,Caddyshack,The Picture of Dorian Gray,Ballbreaker,Ozzmosis,Its A Mystery,Four
5552,Don Henley's Greatest Hits,Great Expectations,Live,The Parent Trap,Schubert Volume 1,Olympus Stylus Zoom Compact Camera
5553,Hamlet,One Hot Minute,New Beginning,Armageddon,Olympus Stylus Zoom Compact Camera,Live
5554,Hamlet,Olympus Stylus Zoom Compact Camera,Starting Over,The Shining,Small Soldiers,Your Little Secret
5555,Titanic,The Picture of Dorian Gray,Relish,Ballbreaker,Bridge,Whaler
5556,Lady and the Tramp,Good Will Hunting,Golf My Way Collection,Cracked Rearview,Whaler,Lucy
5557,Whaler,The Mask of Zorro,A Bug's Life,Vanishing Point,The Infinite Sadness,One Hot Minute
5558,Don Henley's Greatest Hits,Whaler,Bridge,Titanic,Swingers,Schindler's List
5559,Ballbreaker,Lucy,Babe,Hamlet,"GPX 5"" AM/FM Portable TV",Daydream
5560,Cracked Rearview,Live,The Parent Trap,Stunt,Big Willie Style,Ballbreaker
5561,Caddyshack,Lady and the Tramp,The Infinite Sadness,A Boy Named Goo,Simply The Best,Waiting to Exhale: The Soundtrack
5562,Golf My Way Collection,Whaler,Live,Great Expectations,Schindler's List,Alice In Chains
5563,Hell Freezes Over,Your Little Secret,Apollo 13,The Year Without a Santa Claus,Seal (94),New Beginning
5564,Daydream,Bridge,Whaler,Home,Don Henley's Greatest Hits,Titanic
5565,The Princess Bride,How to Play Piano 1,Ballbreaker,Daydream,The Rugrats Movie,The Object Of My Affection
5566,Live,The Avengers,New Beginning,Waiting to Exhale: The Soundtrack,Daydream,Caddyshack
5567,Bridge,Don Henley's Greatest Hits,Hamlet,Original Musiquarium,Daydream,Crash
5568,Good Will Hunting,Bridge,Daydream,Lucy,Titanic,Vanishing Point
5569,Golf My Way Collection,Titanic,Starting Over,Olympus Stylus Zoom Compact Camera,Bridge,Lucy
5570,Schindler's List,Alice In Chains,Golf My Way Collection,How to Play Piano 1,Panasonic Digital Palmcorder Camcorder,"GPX 5"" AM/FM Portable TV"
5571,Hamlet,You've Got Mail,The Lion King,Its A Mystery,Lucy,Daydream
5572,Hamlet,Cracked Rearview,Daydream,Home,Dangerous Beauty,The Object Of My Affection
5573,Armageddon,The Little Mermaid,Seal (94),Starting Over,New Beginning,Lucy
5574,Ballbreaker,Babe,Collective Soul,Lucy,Whaler,Four
5575,New Beginning,Whaler,Schindler's List,Titanic,Charlotte's Web,You've Got Mail
5576,The Picture of Dorian Gray,Ferris Bueller's Day Off,Morning Glory,Gone,Let's Play Soccer,Ballbreaker
5577,Daydream,Whaler,Don Henley's Greatest Hits,Bridge,Home,The Wedding Singer
5578,Whaler,The Shining,Waiting to Exhale: The Soundtrack,Live,Vanishing Point,Schindler's List
5579,New Beginning,Ozzmosis,Waiting to Exhale: The Soundtrack,The Rugrats Movie,The Mask of Zorro,The Horse Whisperer
5580,Ballbreaker,The Rugrats Movie,Everest,Dangerous Beauty,The Object Of My Affection,Lady and the Tramp
5581,Hamlet,Titanic,The Parent Trap,Swingers,New Beginning,Bridge
5582,The Parent Trap,Another Night,Home,The Hustler,Live,The Year Without a Santa Claus
5583,Golf My Way Collection,Sony DVD/CD/Video Player,Ballbreaker,Bridge,Lucy,Another Night
5584,The Lion King,Alice In Chains,Frankenstein,Sony DVD/CD/Video Player,New Beginning,Ballbreaker
5585,The Lion King,Lucy,Bridge,Babe,Crash,Hamlet
5586,Golf My Way Collection,Ozzmosis,Daydream,Live,The Avengers,Dangerous Beauty
5587,The Picture of Dorian Gray,Good Will Hunting,How to Play Piano 1,Schindler's List,Titanic,Ferris Bueller's Day Off
5588,Ballbreaker,Lucy,Another Night,Babe,Collective Soul,The Rugrats Movie
5589,Hamlet,Good Will Hunting,Babe,Its A Mystery,Four,Schindler's List
5590,Don Henley's Greatest Hits,The Princess Bride,Crazy Sexy Cool,New Beginning,Ballbreaker,Bridge
5591,The Infinite Sadness,Original Musiquarium,Home,Cracked Rearview,Another Night,Daydream
5592,Don Henley's Greatest Hits,New Beginning,Bridge,The Hustler,Barney,The Parent Trap
5593,The Lion King,Small Soldiers,Crash,Lucy,Waiting to Exhale: The Soundtrack,Its A Mystery
5594,Daydream,Live,The Avengers,The Infinite Sadness,Simply The Best,Ballbreaker
5595,One Hot Minute,Ballbreaker,Ozzmosis,Its A Mystery,Four,Your Little Secret
5596,The Picture of Dorian Gray,Let's Play Soccer,Another Night,The Hustler,The Velvet Rope,The Woman In Me
5597,Whaler,Great Expectations,The Little Mermaid,The Lion King,Frankenstein,Sony DVD/CD/Video Player
5598,Hamlet,Your Little Secret,The Horse Whisperer,Caddyshack,Apollo 13,Lady and the Tramp
5599,New Beginning,Schindler's List,The Little Mermaid,Alice In Chains,"GPX 5"" AM/FM Portable TV",Sony DVD/CD/Video Player
5600,Throwing Copper,Babe,Four,Its A Mystery,Collective Soul,Your Little Secret
5601,New Beginning,Bridge,Small Soldiers,Waiting to Exhale: The Soundtrack,Its A Mystery,Four
5602,Live,Ozzmosis,Daydream,The Wedding Singer,You've Got Mail,The Parent Trap
5603,Jesus of Nazareth,Whaler,Lady and the Tramp,The Woman In Me,Crazy Sexy Cool,The Shining
5604,Barney,I Love To Polka,Bridge,Crash,Hamlet,Waiting to Exhale: The Soundtrack
5605,Hamlet,Armageddon,One Hot Minute,Crash,Its A Mystery,Hell Freezes Over
5606,Whaler,Lady and the Tramp,Lucy,The Rugrats Movie,Waiting to Exhale: The Soundtrack,Sense and Sensibility
5607,Ballbreaker,Whaler,Sense and Sensibility,Blue's Clues,Morning Glory,Fresh Horses
5608,Hamlet,Small Soldiers,Schindler's List,Caddyshack,Apollo 13,The Picture of Dorian Gray
5609,New Beginning,Starting Over,Small Soldiers,Hamlet,Armageddon,Throwing Copper
5610,Hamlet,Armageddon,Small Soldiers,Crash,Babe,Hell Freezes Over
5611,Ballbreaker,Crash,Lucy,Another Night,Titanic,Lady and the Tramp
5612,Cracked Rearview,Titanic,Apollo 13,The Parent Trap,Lady and the Tramp,Charlotte's Web
5613,The Parent Trap,Original Musiquarium,Hell Freezes Over,Hamlet,Small Soldiers,Home
5614,A Bug's Life,Four,Vanishing Point,The Truman Show,Swingers,Ballbreaker
5615,Original Musiquarium,Gone,The Picture of Dorian Gray,Daydream,Hamlet,Dangerous Beauty
5616,Schindler's List,Charlotte's Web,Four,The Mask of Zorro,Apollo 13,Dangerous Beauty
5617,Schindler's List,Ballbreaker,The Rugrats Movie,Whaler,Apollo 13,Charlotte's Web
5618,Whaler,Great Expectations,Daydream,The Rugrats Movie,Waiting to Exhale: The Soundtrack,Lucy
5619,The Avengers,Lady and the Tramp,The Infinite Sadness,A Boy Named Goo,Original Musiquarium,Simply The Best
5620,New Beginning,Ozzmosis,The Horse Whisperer,Great Expectations,Caddyshack,Alice In Chains
5621,Titanic,Charlotte's Web,The Parent Trap,Stunt,Crash,Hamlet
5622,Hamlet,Four,Whaler,Its A Mystery,Bridge,Waiting to Exhale: The Soundtrack
5623,Relish,Ballbreaker,Whaler,The Horse Whisperer,Vanishing Point,The Avengers
5624,Daydream,Hamlet,The Wedding Singer,The Muppet Movie,The Woman In Me,Games Rednecks Play
5625,Live,The Parent Trap,One Hot Minute,Hell Freezes Over,Ozzmosis,Don Henley's Greatest Hits
5626,Lucy,Babe,Its A Mystery,Crash,The Mask of Zorro,Ferris Bueller's Day Off
5627,Good Will Hunting,New Beginning,Lady and the Tramp,Throwing Copper,Alice In Chains,Crazy Sexy Cool
5628,Bridge,Lucy,Crash,Waiting to Exhale: The Soundtrack,A Bug's Life,Swingers
5629,Original Musiquarium,New Beginning,Ozzmosis,Daydream,Dangerous Beauty,Great Expectations
5630,Daydream,Hamlet,Whaler,Sense and Sensibility,Schindler's List,Dangerous Beauty
5631,Hamlet,Crash,Titanic,One Hot Minute,Olympus Stylus Zoom Compact Camera,Bridge
5632,Your Little Secret,Babe,Collective Soul,Lucy,Four,Its A Mystery
5633,Swingers,And Out Come Wolves,Small Soldiers,Lucy,Babe,Four
5634,The Lion King,Frankenstein,The Picture of Dorian Gray,Golf My Way Collection,Ballbreaker,Whaler
5635,Cracked Rearview,Stunt,Bridge,Home,Lucy,Another Night
5636,Hamlet,The Lion King,Bridge,Its A Mystery,Lucy,Crash
5637,Ballbreaker,Its A Mystery,Another Night,Crash,Hamlet,Hell Freezes Over
5638,Whaler,Schindler's List,Lady and the Tramp,The Lion King,Alice In Chains,Gone
5639,Bridge,Small Soldiers,Waiting to Exhale: The Soundtrack,Lucy,Babe,Don Henley's Greatest Hits
5640,Gone,Cracked Rearview,Lady and the Tramp,Ballbreaker,Bridge,Panasonic Digital Palmcorder Camcorder
5641,Another Night,The Hustler,A Bug's Life,The Little Mermaid,Original Musiquarium,Alice In Chains
5642,The Hustler,Barney,One Hot Minute,New Beginning,Hell Freezes Over,Small Soldiers
5643,Morning Glory,The Woman In Me,Daydream,Good Will Hunting,The Horse Whisperer,Ferris Bueller's Day Off
5644,The Object Of My Affection,The Princess Bride,Charlotte's Web,Crazy Sexy Cool,Good Will Hunting,How to Play Piano 1
5645,New Beginning,Small Soldiers,Hamlet,The Princess Bride,Charlotte's Web,The Parent Trap
5646,Armageddon,Bridge,Hamlet,Crash,Hell Freezes Over,Don Henley's Greatest Hits
5647,Swingers,A Bug's Life,One Hot Minute,Four,Your Little Secret,Vanishing Point
5648,Swingers,Home,The Object Of My Affection,You've Got Mail,The Muppet Movie,The Wedding Singer
5649,Live,Starting Over,Golf My Way Collection,Hell Freezes Over,Armageddon,Great Expectations
5650,The Wedding Singer,The Muppet Movie,Throwing Copper,Starting Over,Ballbreaker,Small Soldiers
5651,Hamlet,One Hot Minute,Bridge,Its A Mystery,Lucy,Crash
5652,Daydream,The Wedding Singer,You've Got Mail,The Shining,Ballbreaker,Lucy
5653,Jesus of Nazareth,Waiting to Exhale: The Soundtrack,Lucy,Whaler,Vanishing Point,Schindler's List
5654,Ballbreaker,Bridge,Lucy,Another Night,Crash,Home
5655,Titanic,Crazy Sexy Cool,Stunt,Good Will Hunting,Olympus Stylus Zoom Compact Camera,Bridge
5656,Waiting to Exhale: The Soundtrack,Sense and Sensibility,Great Expectations,Golf My Way Collection,Ballbreaker,Bridge
5657,Bridge,Cracked Rearview,Home,Dangerous Beauty,Titanic,The Object Of My Affection
5658,Another Night,Lucy,Home,Cracked Rearview,The Rugrats Movie,Crash
5659,Big Willie Style,The Rugrats Movie,Schindler's List,Apollo 13,The Horse Whisperer,Live
5660,Whaler,Don Henley's Greatest Hits,Sense and Sensibility,Live,A Bug's Life,The Avengers
5661,Your Little Secret,Ferris Bueller's Day Off,New Beginning,Small Soldiers,Babe,Crash
5662,The Woman In Me,The Wedding Singer,Ferris Bueller's Day Off,Morning Glory,The Picture of Dorian Gray,Sony DVD/CD/Video Player
5663,Whaler,Schindler's List,The Shining,The Muppet Movie,The Little Mermaid,Throwing Copper
5664,Hamlet,Cracked Rearview,Sense and Sensibility,Titanic,The Parent Trap,One Hot Minute
5665,Ballbreaker,Its A Mystery,Babe,The Rugrats Movie,The Mask of Zorro,The Object Of My Affection
5666,Original Musiquarium,Bridge,Daydream,Don Henley's Greatest Hits,Home,Sense and Sensibility
5667,A Bug's Life,One Hot Minute,Gone,The Picture of Dorian Gray,Ballbreaker,Its A Mystery
5668,Live,Great Expectations,The Rugrats Movie,Ozzmosis,Hell Freezes Over,The Horse Whisperer
5669,Small Soldiers,Hamlet,Your Little Secret,Armageddon,And Out Come Wolves,Seal (94)
5670,Caddyshack,Original Musiquarium,Games Rednecks Play,The Picture of Dorian Gray,Small Soldiers,Hamlet
5671,Caddyshack,New Beginning,Small Soldiers,Ozzmosis,The Velvet Rope,Best of Disney Volume 2
5672,The Avengers,The Infinite Sadness,Simply The Best,Ballbreaker,Frankenstein,Another Night
5673,The Rugrats Movie,Hell Freezes Over,The Horse Whisperer,Mulan,The Little Mermaid,The Velvet Rope
5674,Small Soldiers,Your Little Secret,New Beginning,Waiting to Exhale: The Soundtrack,Its A Mystery,Four
5675,How to Play Piano 1,Hamlet,Schindler's List,Gone,Sony Handycam Digital Recorder,Jesus of Nazareth
5676,New Beginning,The Object Of My Affection,You've Got Mail,Swingers,The Wedding Singer,The Muppet Movie
5677,Don Henley's Greatest Hits,Titanic,Charlotte's Web,Barney,Mulan,The Princess Bride
5678,Bridge,Its A Mystery,Blue's Clues,Charlotte's Web,The Princess Bride,Crazy Sexy Cool
5679,A Bug's Life,Vanishing Point,You've Got Mail,One Hot Minute,New Beginning,Ballbreaker
5680,The Avengers,The Infinite Sadness,Simply The Best,Home,Waiting to Exhale: The Soundtrack,Cracked Rearview
5681,The Velvet Rope,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,The Rugrats Movie,Great Expectations,The Little Mermaid
5682,The Picture of Dorian Gray,Whaler,Ozzmosis,Four,Its A Mystery,The Horse Whisperer
5683,New Beginning,Small Soldiers,Hamlet,Babe,Don Henley's Greatest Hits,Armageddon
5684,The Wedding Singer,Ballbreaker,The Rugrats Movie,The Mask of Zorro,Sense and Sensibility,Dangerous Beauty
5685,Cracked Rearview,Hamlet,Whaler,Schindler's List,Apollo 13,Titanic
5686,Live,Golf My Way Collection,Daydream,Olympus Stylus Zoom Compact Camera,Whaler,Titanic
5687,Bridge,Waiting to Exhale: The Soundtrack,Lucy,Don Henley's Greatest Hits,Crash,Armageddon
5688,The Parent Trap,Cracked Rearview,Don Henley's Greatest Hits,Home,The Hustler,Apollo 13
5689,Whaler,Olympus Stylus Zoom Compact Camera,I Love To Polka,New Beginning,Hamlet,Daydream
5690,The Horse Whisperer,The Picture of Dorian Gray,Ballbreaker,Ozzmosis,Your Little Secret,The Avengers
5691,Waiting to Exhale: The Soundtrack,Babe,Small Soldiers,Four,The Truman Show,Swingers
5692,Ballbreaker,Babe,Ozzmosis,Everest,The Mask of Zorro,The Object Of My Affection
5693,The Hustler,Sharp Copier Toner,Crash,Hell Freezes Over,Hamlet,Your Little Secret
5694,Hamlet,Live,The Parent Trap,Olympus Stylus Zoom Compact Camera,New Beginning,Hell Freezes Over
5695,Jesus of Nazareth,Cracked Rearview,Whaler,Lady and the Tramp,Crazy Sexy Cool,Stunt
5696,A Boy Named Goo,The Avengers,Caddyshack,The Muppet Movie,Original Musiquarium,Simply The Best
5697,The Object Of My Affection,Small Soldiers,Don Henley's Greatest Hits,Hell Freezes Over,Its A Mystery,Four
5698,Daydream,Jesus of Nazareth,Big Willie Style,Golf My Way Collection,The Muppet Movie,The Princess Bride
5699,The Little Mermaid,The Princess Bride,Sony DVD/CD/Video Player,How to Play Piano 1,Big Willie Style,Ballbreaker
5700,Starting Over,Bridge,Daydream,Don Henley's Greatest Hits,Titanic,Live
5701,Hamlet,Its A Mystery,Collective Soul,The Lion King,Throwing Copper,One Hot Minute
5702,Hamlet,Daydream,Lucy,Crash,Home,Don Henley's Greatest Hits
5703,Daydream,Live,Original Musiquarium,Starting Over,Sharp Copier Toner,Best of Disney Volume 2
5704,Simply The Best,Ballbreaker,Collective Soul,Daydream,Ozzmosis,Babe
5705,Bridge,Home,Don Henley's Greatest Hits,Titanic,Dangerous Beauty,Great Expectations
5706,Hamlet,The Muppet Movie,Throwing Copper,Games Rednecks Play,The Shining,Good Will Hunting
5707,Olympus Stylus Zoom Compact Camera,Cracked Rearview,Bridge,Hamlet,Stunt,Gone
5708,The Wedding Singer,The Muppet Movie,Throwing Copper,Starting Over,Ballbreaker,New Beginning
5709,Ozzmosis,Dangerous Beauty,The Object Of My Affection,Ballbreaker,Crash,Lucy
5710,Ozzmosis,Hell Freezes Over,Your Little Secret,The Horse Whisperer,Apollo 13,Caddyshack
5711,Swingers,Sense and Sensibility,Dangerous Beauty,The Object Of My Affection,Charlotte's Web,Sony Handycam Digital Recorder
5712,Ballbreaker,Small Soldiers,Babe,Collective Soul,The Rugrats Movie,Its A Mystery
5713,Don Henley's Greatest Hits,Swingers,Original Musiquarium,How to Play Piano 1,Daydream,Hamlet
5714,Hamlet,Collective Soul,The Object Of My Affection,Charlotte's Web,Swingers,And Out Come Wolves
5715,Bridge,Home,Dangerous Beauty,The Muppet Movie,Panasonic Digital Palmcorder Camcorder,Ballbreaker
